,drugName,condition,avg_score
1762,Clindagel,acne,0.7758064516129033
1763,Clindamax,bacterial vaginitis,0.382258064516129
1764,Clindamycin,acne,0.5919464560017554
1765,Clindamycin,aspiration pneumonia,0.7661290322580645
1766,Clindamycin,bacterial endocarditis prevention,0.7262544802867383
1767,Clindamycin,bacterial infection,0.353410564942823
1768,Clindamycin,bacterial vaginitis,0.3995990143369175
1769,Clindamycin,bone infection,0.6709229390681004
1770,Clindamycin,deep neck infection,0.7331093189964157
1771,Clindamycin,intraabdominal infection,0.7230286738351255
1772,Clindamycin,not listed / othe,0.32641577060931903
1773,Clindamycin,peritonitis,0.7497610513739547
1774,Clindamycin,prevention of perinatal group b streptococcal disease,0.728673835125448
1775,Clindamycin,sinusitis,0.48782108721624845
1776,Clindamycin,skin or soft tissue infection,0.4431182795698924
1777,Clindamycin,surgical prophylaxis,0.27832287933094385
1778,Clindamycin / tretinoin,acne,0.5169657560786594
1779,Clindesse,bacterial vaginitis,0.5194743130227001
1780,Clinoril,ankylosing spondylitis,0.760483870967742
1781,Clinoril,"gout, acute",0.7637096774193548
1782,Clinoril,pain,0.7343189964157706
1783,Clinoril,rheumatoid arthritis,0.7105734767025089
1784,Clinpro 5000,prevention of dental caries,0.7524193548387097
1785,Clioquinol,tinea pedis,0.75
1786,Clioquinol / hydrocortisone,dermatitis,0.7524193548387097
1787,Clobazam,epilepsy,0.7524193548387097
1788,Clobazam,lennox-gastaut syndrome,0.6000179211469534
1789,Clobetasol,atopic dermatitis,0.7583960573476702
1790,Clobetasol,dermatitis,0.7522998805256869
1791,Clobetasol,dermatological disorders,0.7524193548387097
1792,Clobetasol,eczema,0.7564516129032258
1793,Clobetasol,lichen planus,0.7576612903225807
1794,Clobetasol,lichen sclerosus,0.6043906810035842
1795,Clobetasol,not listed / othe,0.7524193548387097
1796,Clobetasol,psoriasis,0.6104467927326659
1797,Clobex,atopic dermatitis,0.7582885304659498
1798,Clobex,dermatitis,0.7665322580645162
1799,Clobex,eczema,0.7564516129032258
1800,Clobex,lichen planus,0.7758064516129033
1801,Clobex,lichen sclerosus,0.7620967741935484
1802,Clobex,psoriasis,0.6533048703352309
1803,Clocortolone,dermatitis,0.7653225806451613
1804,Clocortolone,eczema,0.7516129032258064
1805,Clocortolone,psoriasis,0.7351254480286739
1806,Cloderm,atopic dermatitis,0.7508064516129032
1807,Cloderm,psoriasis,0.7351254480286739
1808,Clomid,ovulation induction,0.5695639187574671
1809,Clomid,emale infertility,0.6344910394265232
1810,Clomiphene,oligospermia,0.5197431302270012
1811,Clomiphene,ovulation induction,0.5314366786140979
1812,Clomiphene,emale infertility,0.5635304659498208
1813,Clomipramine,depression,0.7145894428152493
1814,Clomipramine,irritable bowel syndrome,0.7468637992831542
1815,Clomipramine,obsessive compulsive disorde,0.6806816673304128
1816,Clomipramine,panic disorde,0.705230734767025
1817,Clomipramine,trichotillomania,0.735931899641577
1818,Clonazepam,anxiety,0.6672692195157632
1819,Clonazepam,benzodiazepine withdrawal,0.3900211795373085
1820,Clonazepam,bipolar disorde,0.6314121863799284
1821,Clonazepam,borderline personality disorde,0.7270609318996416
1822,Clonazepam,burning mouth syndrome,0.6509449332029976
1823,Clonazepam,hyperekplexia,0.7131720430107527
1824,Clonazepam,insomnia,0.6261111111111111
1825,Clonazepam,migraine prevention,0.5247067448680351
1826,Clonazepam,night terrors,0.6050975706889684
1827,Clonazepam,not listed / othe,0.5063620071684587
1828,Clonazepam,obsessive compulsive disorde,0.7435931899641577
1829,Clonazepam,panic disorde,0.7104924048472435
1830,Clonazepam,periodic limb movement disorde,0.6417725643532095
1831,Clonazepam,restless legs syndrome,0.5961648745519713
1832,Clonazepam,seizure prevention,0.6850723483339971
1833,Clonazepam,sleep paralysis,0.40842293906810034
1834,Clonazepam,temporomandibular joint disorde,0.7508064516129032
1835,Clonidine,adhd,0.7227299880525687
1836,Clonidine,alcohol withdrawal,0.5100955794504182
1837,Clonidine,anxiety,0.5338282983444274
1838,Clonidine,benzodiazepine withdrawal,0.09692353643966549
1839,Clonidine,bipolar disorde,0.4781182795698925
1840,Clonidine,high blood pressure,0.46932225480612577
1841,Clonidine,hyperhidrosis,0.4935782556750299
1842,Clonidine,hypertensive emergency,0.7470131421744325
1843,Clonidine,"insomnia, stimulant-associated",0.4864193548387097
1844,Clonidine,migraine prevention,0.7713859020310633
1845,Clonidine,opiate withdrawal,0.6369803572940479
1846,Clonidine,perimenopausal symptoms,0.479746970472777
1847,Clonidine,postural orthostatic tachycardia syndrome,0.7407706093189964
1848,Clonidine,restless legs syndrome,0.7673387096774194
1849,Clonidine,tourette's syndrome,0.4449240986717267
1850,Clopidogrel,acute coronary syndrome,0.8077060931899641
1851,Clopidogrel,heart attack,0.6483708048224177
1852,Clopidogrel,ischemic stroke,0.5680491551459294
1853,Clopidogrel,"ischemic stroke, prophylaxis",0.7645161290322581
1854,Clopidogrel,peripheral arterial disease,0.5941457586618877
1855,Clopidogrel,transient ischemic attack,0.45291218637992836
1856,Clorazepate,alcohol withdrawal,0.7862903225806452
1857,Clorazepate,anxiety,0.7000298685782558
1858,Clorazepate,seizure prevention,0.13046594982078855
1859,Clotrimazole,oral thrush,0.237773795300677
1860,Clotrimazole,tinea cruris,0.7540322580645161
1861,Clotrimazole,tinea versicol,0.7238351254480286
1862,Clotrimazole,vaginal yeast infection,0.749820788530466
1863,Clove,oral and dental conditions,0.7532258064516129
1864,Clozapine,borderline personality disorde,0.5412485065710873
1865,Clozapine,paranoid disorde,0.746415770609319
1866,Clozapine,schizophrenia,0.7088989695340502
1867,Clozaril,schizophrenia,0.7114097968936678
1868,Co-trimoxazole,bacterial skin infection,0.7057347670250895
1869,CoQ10,dietary supplementation,0.5850806451612903
1870,Coagulation factor ix,actor ix deficiency,0.14130824372759856
1871,Coal tar,dermatitis,0.7058542413381123
1872,Coal tar,psoriasis,0.7491238550378334
1873,Coal tar,seborrheic dermatitis,0.16827956989247309
1874,Coal tar / salicylic acid / sulfur,psoriasis,0.7222222222222222
1875,Coartem,malaria,0.741353046594982
1876,Cobicistat / darunavir,hiv infection,0.0036290322580645163
1877,Cobicistat / elvitegravir / emtricitabine / tenofovir,hiv infection,0.7091702170825726
1878,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,hiv infection,0.54142844654253
1879,Codeine,cough,0.7592741935483871
1880,Codeine,diarrhea,0.7467965949820788
1881,Codeine,pain,0.5633553274682307
1882,Codeine / guaifenesin,cough,0.3704390681003584
1883,Codeine / guaifenesin / pseudoephedrine,cold symptoms,0.0318100358422939
1884,Codeine / promethazine,cough,0.5727075866188769
1885,Codimal DM,cold symptoms,0.7508064516129032
1886,Coenzyme Q10,23</span> users found this comment helpful.,0.7407706093189964
1887,Coenzyme Q10,dietary supplementation,0.7504480286738351
1888,Cogentin,extrapyramidal reaction,0.585663082437276
1889,Colace,constipation,0.8677419354838709
1890,Colazal,crohn's disease,0.7382019115890084
1891,Colazal,ulcerative colitis,0.382258064516129
1892,Colazal,"ulcerative colitis, active",0.09381720430107526
1893,Colchicine,behcet's disease,0.4472670250896057
1894,Colchicine,"gout, acute",0.5163706962094058
1895,Colchicine,"gout, prophylaxis",0.5959229390681003
1896,Colchicine,"pseudogout, prophylaxis",0.7556451612903226
1897,Colchicine,amilial mediterranean feve,0.7473476702508961
1898,Colchicine / probenecid,gouty arthritis,0.4311827956989247
1899,Colcrys,"gout, acute",0.5924133811230585
1900,Colcrys,"gout, prophylaxis",0.7270609318996416
1901,Colcrys,amilial mediterranean feve,0.7302867383512545
1902,Colesevelam,"diabetes, type 2",0.18367383512544802
1903,Colesevelam,"diarrhea, chronic",0.7517383512544802
1904,Colesevelam,high cholesterol,0.4828753484667463
1905,Colesevelam,"hyperlipoproteinemia type iia, elevated ldl",0.7170250896057347
1906,Collagenase,keratosis,0.17311827956989242
1907,Collagenase clostridium histolyticum,dupuytren's contracture,0.7508064516129032
1908,Collagenase clostridium histolyticum,peyronie's disease,0.08333333333333333
1909,Colyte,bowel preparation,0.0016129032258064516
1910,CombiPatch,postmenopausal symptoms,0.4925179211469535
1911,Combigan,glaucoma,0.38135205097570685
1912,Combigan,glaucoma/intraocular hypertension,0.7532258064516129
1913,Combigan,intraocular hypertension,0.7725806451612903
1914,Combivent,"copd, maintenance",0.6833333333333333
1915,Combivent Respimat,7</span> users found this comment helpful.,0.00564516129032258
1916,Combivent Respimat,"copd, maintenance",0.23281810035842293
1917,Combivir,hiv infection,0.7532258064516129
1918,Cometriq,thyroid cance,0.0
1919,Commit,smoking cessation,0.6943164362519202
1920,Compazine,anxiety,0.2668160095579451
1921,Compazine,hiccups,0.11594982078853047
1922,Compazine,nausea/vomiting,0.19632386729160922
1923,Compazine,psychosis,0.7270609318996416
1924,Complera,9</span> users found this comment helpful.,0.7017025089605735
1925,Complera,hiv infection,0.5710895138314493
1926,Compoz Nighttime Sleep Aid,insomnia,0.7427867383512545
1927,Compro,nausea/vomiting,0.7766129032258065
1928,Comtan,parkinson's disease,0.359005376344086
1929,Concept DHA,vitamin/mineral supplementation during pregnancy/lactation,0.7701612903225806
1930,Concerta,19</span> users found this comment helpful.,0.7375448028673834
1931,Concerta,adhd,0.5191449726466705
1932,Concerta,narcolepsy,0.6319444444444445
1933,Concerta,atigue,0.19005376344086017
1934,Condylox,condylomata acuminata,0.47892473118279566
1935,Conestat alfa,hereditary angioedema,0.7762096774193548
1936,Conivaptan,euvolemic hyponatremia,0.7335125448028674
1937,Conjugated estrogens,abnormal uterine bleeding,0.3647401433691756
1938,Conjugated estrogens,atrophic urethritis,0.0
1939,Conjugated estrogens,atrophic vaginitis,0.5209677419354838
1940,Conjugated estrogens,hypoestrogenism,0.8059139784946238
1941,Conjugated estrogens,oophorectomy,0.6823812724014338
1942,Conjugated estrogens,osteoporosis,0.7852150537634408
1943,Conjugated estrogens,postmenopausal symptoms,0.5908701712465153
1944,Conjugated estrogens,primary ovarian failure,0.36893667861409796
1945,Conjugated estrogens / medroxyprogesterone,oophorectomy,0.07087813620071684
1946,Conjugated estrogens / medroxyprogesterone,postmenopausal symptoms,0.4606232576662684
1947,Constulose,"constipation, chronic",0.8330645161290322
1948,Contrave,0</span> users found this comment helpful.,0.0
1949,Contrave,14</span> users found this comment helpful.,0.01129032258064516
1950,Contrave,15</span> users found this comment helpful.,0.15098566308243727
1951,Contrave,20</span> users found this comment helpful.,0.7383512544802867
1952,Contrave,24</span> users found this comment helpful.,0.7415770609318997
1953,Contrave,29</span> users found this comment helpful.,0.7733870967741936
1954,Contrave,4</span> users found this comment helpful.,0.0032258064516129032
1955,Contrave,obesity,0.4899318499373174
1956,Contrave,weight loss,0.41096494814451395
1957,Copaxone,multiple sclerosis,0.5545865335381464
1958,Copegus,hepatitis c,0.7137992831541218
1959,Copper,birth control,0.5079687103269501
1960,Cordarone,arrhythmia,0.5294504181600955
1961,Cordran Tape,dermatitis,0.7025089605734767
1962,Cordran Tape,eczema,0.7568548387096774
1963,Cordran Tape,psoriasis,0.75994623655914
1964,Coreg,atrial fibrillation,0.1671146953405018
1965,Coreg,heart failure,0.7769137224782385
1966,Coreg,high blood pressure,0.2549780963759458
1967,Coreg,left ventricular dysfunction,0.7480286738351254
1968,Coreg CR,atrial fibrillation,0.17517921146953405
1969,Coreg CR,heart failure,0.7725806451612903
1970,Coreg CR,high blood pressure,0.3512246117084827
1971,Corgard,angina,0.7572580645161291
1972,Corgard,high blood pressure,0.7653225806451613
1973,Corgard,migraine prevention,0.714605734767025
1974,Corgard,supraventricular tachycardia,0.7439964157706094
1975,Coricidin HBP Cold & Flu,cold symptoms,0.5960752688172043
1976,Coricidin HBP Cough & Cold,cough and nasal congestion,0.034229390681003585
1977,Corn Huskers Lotion,dry skin,0.7524193548387097
1978,Correctol,bowel preparation,0.730689964157706
1979,Correctol,constipation,0.23347808105872622
1980,Cortef,adrenocortical insufficiency,0.7492383512544802
1981,Cortenema,ulcerative proctitis,0.09059139784946237
1982,Corticotropin,allergies,0.7246415770609319
1983,Corticotropin,multiple sclerosis,0.4273446833930705
1984,Corticotropin,rheumatoid arthritis,0.7540322580645161
1985,Corticotropin,cal segmental glomerulosclerosis,0.7532258064516129
1986,Cortisone,dermatomyositis,0.09059139784946237
1987,Cortizone-10,eczema,0.7576612903225807
1988,Corzide 80 / 5,high blood pressure,0.7580645161290323
1989,Cosamin DS,dietary supplementation,0.0024193548387096775
1990,Cosentyx,ankylosing spondylitis,0.02731182795698925
1991,Cosentyx,plaque psoriasis,0.6073193737030749
1992,Cosentyx,psoriatic arthritis,0.1880152329749104
1993,Cosopt,"glaucoma, open angle",0.3087813620071685
1994,Coumadin,antiphospholipid syndrome,0.7415770609318997
1995,Coumadin,deep vein thrombosis prophylaxis after knee replacement surgery,0.7564516129032258
1996,Coumadin,"deep vein thrombosis, first event",0.770586917562724
1997,Coumadin,"deep vein thrombosis, recurrent event",0.041487455197132615
1998,Coumadin,prevention of thromboembolism in atrial fibrillation,0.8701612903225806
1999,Coumadin,"prosthetic heart valves, tissue valves - thrombosis prophylaxis",0.7585125448028673
2000,Coumadin,"pulmonary embolism, first event",0.7879032258064516
2001,Cozaar,61</span> users found this comment helpful.,0.771415770609319
2002,Cozaar,diabetic kidney disease,0.7870071684587815
2003,Cozaar,high blood pressure,0.491088302378625
2004,Cranberry,urinary incontinence,0.7862903225806452
2005,Cranberry,urinary tract infection,0.7474014336917563
2006,Creatine,herbal supplementation,0.17311827956989242
2007,Creatine,not listed / othe,0.0024193548387096775
2008,Creon,chronic pancreatitis,0.5059438470728793
2009,Creon,cystic fibrosis,0.7616935483870968
2010,Creon,pancreatic exocrine dysfunction,0.2183243727598566
2011,Crestor,atherosclerosis,0.7335349462365591
2012,Crestor,high cholesterol,0.45338368322239286
2013,Crestor,"high cholesterol, familial heterozygous",0.5551075268817204
2014,Crestor,"high cholesterol, familial homozygous",0.7532258064516129
2015,Crestor,prevention of cardiovascular disease,0.03906810035842294
2016,Crinone,progesterone insufficiency,0.08978494623655914
2017,Crisaborole,atopic dermatitis,0.44175627240143367
2018,Crizotinib,non-small cell lung cance,0.7529569892473118
2019,Cromolyn,"asthma, maintenance",0.6632056451612903
2020,Cromolyn,systemic mastocytosis,0.3264934289127837
2021,Crotamiton,pruritus,0.7564516129032258
2022,Cryselle,0</span> users found this comment helpful.,0.08333333333333333
2023,Cryselle,15</span> users found this comment helpful.,0.7620967741935484
2024,Cryselle,20</span> users found this comment helpful.,0.7661290322580645
2025,Cryselle,8</span> users found this comment helpful.,0.7564516129032258
2026,Cryselle,abnormal uterine bleeding,0.2609617682198327
2027,Cryselle,birth control,0.37713773681515617
2028,Cryselle,endometriosis,0.5456989247311828
2029,Cubicin,skin and structure infection,0.7516129032258064
2030,Cutar,dermatitis,0.7222222222222222
2031,Cutar,seborrheic dermatitis,0.16827956989247309
2032,Cutivate,atopic dermatitis,0.7318996415770609
2033,Cutivate,lichen sclerosus,0.7506272401433691
2034,Cuvitru,primary immunodeficiency syndrome,0.7254480286738352
2035,Cyanocobalamin,b12 nutritional deficiency,0.7735887096774193
2036,Cyanocobalamin,schilling test,0.7669354838709678
2037,Cyanocobalamin,vitamin b12 deficiency,0.6657556750298687
2038,Cyclafem 1 / 35,acne,0.1477598566308244
2039,Cyclafem 1 / 35,birth control,0.31535244922341693
2040,Cyclessa,birth control,0.2025806451612903
2041,Cyclizine,motion sickness,0.7729032258064517
2042,Cyclizine,nausea/vomiting,0.03757467144563918
2043,Cyclobenzaprine,chronic myofascial pain,0.28812724014336916
2044,Cyclobenzaprine,migraine,0.40060334528076463
2045,Cyclobenzaprine,muscle spasm,0.43121233055004904
2046,Cyclobenzaprine,not listed / othe,0.5291218637992832
2047,Cyclobenzaprine,sciatica,0.414207143739958
2048,Cyclobenzaprine,temporomandibular joint disorde,0.5277329749103942
2049,Cyclobenzaprine,ibromyalgia,0.592639970337412
2050,Cyclobenzaprine,t pac with cyclobenzaprine (cyclobenzaprine),0.37141577060931896
2051,Cyclopentolate,uveitis,0.09543010752688172
2052,Cyclophosphamide,brain tum,0.7556451612903226
2053,Cyclophosphamide,chronic myelogenous leukemia,0.7504032258064517
2054,Cyclophosphamide,multiple sclerosis,0.05636200716845878
2055,Cyclophosphamide,ovarian cance,0.11111111111111112
2056,Cyclophosphamide,wegener's granulomatosis,0.7596774193548388
2057,Cyclosporine,eczema,0.1396953405017921
2058,Cyclosporine,idiopathic thrombocytopenic purpura,0.7327060931899642
2059,Cyclosporine,keratoconjunctivitis sicca,0.3189516129032258
2060,Cyclosporine,"organ transplant, rejection prophylaxis",0.7556451612903226
2061,Cyclosporine,psoriasis,0.7794354838709677
2062,Cyclosporine,"ulcerative colitis, active",0.7540322580645161
2063,Cyklokapron,bleeding disorde,0.7637096774193548
2064,Cylert,adhd,0.7451164874551971
2065,Cymbalta,2</span> users found this comment helpful.,0.0016129032258064516
2066,Cymbalta,3</span> users found this comment helpful.,0.7524193548387097
2067,Cymbalta,4</span> users found this comment helpful.,0.6976702508960573
2068,Cymbalta,6</span> users found this comment helpful.,0.060394265232974906
2069,Cymbalta,anxiety,0.5681379350213898
2070,Cymbalta,back pain,0.5130211280890398
2071,Cymbalta,bipolar disorde,0.5127777777777778
2072,Cymbalta,chronic fatigue syndrome,0.3946460573476702
2073,Cymbalta,chronic pain,0.4493827160493827
2074,Cymbalta,depression,0.44014928374557893
2075,Cymbalta,diabetic peripheral neuropathy,0.5422284256961677
2076,Cymbalta,generalized anxiety disorde,0.5026553166069295
2077,Cymbalta,hot flashes,0.03064516129032258
2078,Cymbalta,major depressive disorde,0.3402387559255405
2079,Cymbalta,osteoarthritis,0.5587011884550084
2080,Cymbalta,pain,0.5672183019713262
2081,Cymbalta,peripheral neuropathy,0.4739980449657868
2082,Cymbalta,urinary incontinence,0.7017025089605735
2083,Cymbalta,ibromyalgia,0.44946911670840084
2084,Cyproheptadine,allergic reactions,0.5601254480286738
2085,Cyproheptadine,anorexia,0.675645465038576
2086,Cyproheptadine,cluster headaches,0.7655465949820788
2087,Cyproheptadine,migraine,0.3657661290322581
2088,Cyproheptadine,not listed / othe,0.761559139784946
2089,Cyproheptadine,"sexual dysfunction, ssri induced",0.7472222222222222
2090,Cyproheptadine,urticaria,0.7097670250896058
2091,Cyproheptadine,ailure to thrive,0.7387395459976105
2092,Cyred,birth control,0.45700716845878137
2093,Cytomel,"hypothyroidism, after thyroid removal",0.7889336917562724
2094,Cytomel,underactive thyroid,0.7555555555555556
2095,Cytotec,abortion,0.7534498207885305
2096,Cytoxan,brain tum,0.7556451612903226
2097,Cytoxan,chronic myelogenous leukemia,0.7508064516129032
2098,Cytoxan,multiple sclerosis,0.7302867383512545
2099,Cytoxan,wegener's granulomatosis,0.7596774193548388
2100,Cytra-K,urinary tract stones,0.7548387096774194
2101,D.H.E. 45,cluster headaches,0.7232974910394265
2102,D.H.E. 45,migraine,0.741353046594982
2103,D3,vitamin d deficiency,0.7524193548387097
2104,DDAVP,diabetes insipidus,0.748902329749104
2105,DDAVP Nasal,diabetes insipidus,0.7327060931899642
2106,Dabigatran,deep vein thrombosis,0.37779569892473114
2107,Dabigatran,"deep vein thrombosis, prophylaxis",0.03261648745519713
2108,Dabigatran,prevention of thromboembolism in atrial fibrillation,0.5479784946236559
2109,Dabigatran,pulmonary embolism,0.3925179211469534
2110,Dabrafenib,"melanoma, metastatic",0.728673835125448
2111,Daclatasvir,hepatitis c,0.7550403225806452
2112,Daklinza,hepatitis c,0.7419534050179211
2113,Dalfampridine,multiple sclerosis,0.6496028286350867
2114,Daliresp,copd,0.5890994623655914
2115,Daliresp,"copd, maintenance",0.35753584229390684
2116,Dallergy,rhinitis,0.7629032258064516
2117,Dalmane,insomnia,0.6765344982078854
2118,Damiana,erectile dysfunction,0.7612903225806451
2119,Danazol,angioedema,0.7417562724014337
2120,Danazol,endometriosis,0.49826762246117084
2121,Danazol,ibrocystic breast disease,0.7270609318996416
2122,Danocrine,endometriosis,0.7580645161290323
2123,Dantrium,98</span> users found this comment helpful.,0.8290322580645162
2124,Dantrolene,chronic spasticity,0.7637096774193548
2125,Dapagliflozin,"diabetes, type 2",0.24986021505376343
2126,Dapagliflozin / metformin,min),0.7418458781362007
2127,Dapsone,acne,0.5372936245872492
2128,Dapsone,leukocytoclastic vasculitis,0.3687724014336917
2129,Dapsone,linear iga disease,0.7572580645161291
2130,Dapsone,mis,0.6437455197132615
2131,Daptomycin,skin and structure infection,0.7516129032258064
2132,Daraprim,malaria prevention,0.75
2133,Darbepoetin alfa,anemia associated with chronic renal failure,0.6984767025089605
2134,Darbepoetin alfa,"anemia, chemotherapy induced",0.8024193548387097
2135,Darifenacin,overactive bladde,0.48653470185728254
2136,Darifenacin,urinary incontinence,0.10976702508960574
2137,Darunavir,hiv infection,0.5247013142174431
2138,Darvocet A500,2</span> users found this comment helpful.,0.7238351254480286
2139,Darvocet A500,pain,0.2922939068100358
2140,Darvocet-N 50,13</span> users found this comment helpful.,0.7049283154121864
2141,Darvocet-N 50,pain,0.12643369175627242
2142,Darvon,pain,0.6025806451612903
2143,Dasabuvir / ombitasvir / paritaprevir / ritonavir,hepatitis c,0.5467229902713774
2144,Dasatinib,acute lymphoblastic leukemia,0.7524193548387097
2145,Dasatinib,chronic myelogenous leukemia,0.6800089605734767
2146,Dasatinib,leukemia,0.38064516129032255
2147,Dasatinib,not listed / othe,0.7516129032258064
2148,Dasetta 1 / 35,birth control,0.05797491039426523
2149,Dasetta 7 / 7 / 7,menstrual disorders,0.11111111111111112
2150,Daypro,osteoarthritis,0.7267025089605734
2151,Daypro,rheumatoid arthritis,0.05555555555555555
2152,Daytrana,adhd,0.6192811628833133
2153,Dazidox,chronic pain,0.760483870967742
2154,Debrox,ear wax impaction,0.3895161290322581
2155,Decadron,addison's disease,0.6944444444444444
2156,Decadron,allergic rhinitis,0.7620967741935484
2157,Decadron,croup,0.7262544802867383
2158,Decadron,dermatitis herpetiformis,0.7524193548387097
2159,Decadron,inflammatory conditions,0.21073988735279056
2160,Decadron,multiple sclerosis,0.7653225806451613
2161,Declomycin,siadh,0.7278673835125448
2162,Deconamine,allergic rhinitis,0.7540322580645161
2163,Degarelix,prostate cance,0.5808243727598567
2164,Dehydroepiandrosterone,dietary supplementation,0.6944444444444444
2165,Delatestryl,"hypogonadism, male",0.7317204301075269
2166,Delsym,cough,0.16366375448028672
2167,Delsym 12 Hour Cough Relief,cough,0.4109020310633214
2168,Deltasone,allergic reactions,0.7552867383512545
2169,Deltasone,eczema,0.0467741935483871
2170,Deltasone,rheumatoid arthritis,0.7597670250896057
2171,Deltasone,sarcoidosis,0.14614695340501793
2172,Deltasone,sinusitis,0.8467741935483871
2173,Delzicol,ulcerative colitis,0.7368578255675029
2174,Delzicol,"ulcerative colitis, active",0.3778225806451613
2175,Demeclocycline,siadh,0.5230884109916368
2176,Demerol,light sedation,0.5724910394265232
2177,Demerol,pain,0.7368652927120668
2178,Denavir,cold sores,0.6523137480798772
2179,Denosumab,giant cell tumor of bone,0.7556451612903226
2180,Denosumab,hypercalcemia of malignancy,0.004838709677419355
2181,Denosumab,osteolytic bone metastases of solid tumors,0.7294802867383512
2182,Denosumab,osteoporosis,0.2753854737269223
2183,Depakene,bipolar disorde,0.37522401433691754
2184,Depakene,schizoaffective disorde,0.7331093189964157
2185,Depakene,seizure prevention,0.008467741935483872
2186,Depakene,seizures,0.11514336917562724
2187,Depakote,4</span> users found this comment helpful.,0.6976702508960573
2188,Depakote,7</span> users found this comment helpful.,0.00564516129032258
2189,Depakote,bipolar disorde,0.38632789917909577
2190,Depakote,epilepsy,0.5218061955965181
2191,Depakote,mania,0.5259677419354839
2192,Depakote,migraine prevention,0.3093548387096774
2193,Depakote ER,bipolar disorde,0.48600806451612905
2194,Depakote ER,epilepsy,0.5313844086021505
2195,Depakote ER,mania,0.46017025089605734
2196,Depakote ER,migraine prevention,0.532582023711056
2197,Depakote Sprinkles,mania,0.7335125448028674
2198,Deplin,13</span> users found this comment helpful.,0.14937275985663084
2199,Deplin,32</span> users found this comment helpful.,0.7480286738351254
2200,Deplin,41</span> users found this comment helpful.,0.7830645161290323
2201,Deplin,borderline personality disorde,0.8556451612903226
2202,Deplin,depression,0.5872997586131227
2203,Deplin,lic acid deficiency,0.528763440860215
2204,Depo-Medrol,4</span> users found this comment helpful.,0.0032258064516129032
2205,Depo-Medrol,inflammatory conditions,0.7917562724014338
2206,Depo-Medrol,osteoarthritis,0.7762096774193548
2207,Depo-Medrol,rheumatoid arthritis,0.7351254480286739
2208,Depo-Provera,0</span> users found this comment helpful.,0.5476190476190476
2209,Depo-Provera,15</span> users found this comment helpful.,0.4009856630824373
2210,Depo-Provera,19</span> users found this comment helpful.,0.7375448028673834
2211,Depo-Provera,1</span> users found this comment helpful.,0.2587429595494112
2212,Depo-Provera,2</span> users found this comment helpful.,0.28864994026284346
2213,Depo-Provera,3</span> users found this comment helpful.,0.0024193548387096775
2214,Depo-Provera,45</span> users found this comment helpful.,0.036290322580645164
2215,Depo-Provera,4</span> users found this comment helpful.,0.7254480286738352
2216,Depo-Provera,5</span> users found this comment helpful.,0.004032258064516129
2217,Depo-Provera,7</span> users found this comment helpful.,0.061200716845878134
2218,Depo-Provera,abnormal uterine bleeding,0.15415321274439114
2219,Depo-Provera,amenorrhea,0.7607974910394265
2220,Depo-Provera,birth control,0.3306176622443711
2221,Depo-Provera,"endometrial hyperplasia, prophylaxis",0.7270609318996416
2222,Depo-Provera,endometriosis,0.41797235023041474
2223,Depo-Provera Contraceptive,birth control,0.24547491039426525
2224,Depo-Testosterone,"hypogonadism, male",0.7648148148148147
2225,DermaZinc Shampoo,seborrheic dermatitis,0.7580645161290323
2226,Dermal filler,acial lipoatrophy,0.75
2227,Dermal filler,acial wrinkles,0.49741772564353215
2228,Dermatop,eczema,0.75
2229,DesOwen,eczema,0.7554659498207885
2230,DesOwen,psoriasis,0.7339605734767025
2231,Desipramine,adhd,0.1453405017921147
2232,Desipramine,depression,0.7789810547875066
2233,Desipramine,irritable bowel syndrome,0.7335125448028674
2234,Desipramine,vulvodynia,0.7532258064516129
2235,Desloratadine,allergic rhinitis,0.3905577956989248
2236,Desloratadine,urticaria,0.4370071684587813
2237,Desloratadine / pseudoephedrine,allergic rhinitis,0.7230286738351255
2238,Desmopressin,diabetes insipidus,0.7425826363998407
2239,Desmopressin,not listed / othe,0.7524193548387097
2240,Desmopressin,primary nocturnal enuresis,0.7613351254480287
2241,Desogen,1</span> users found this comment helpful.,0.028584229390681
2242,Desogen,2</span> users found this comment helpful.,0.7238351254480286
2243,Desogen,3</span> users found this comment helpful.,0.1135304659498208
2244,Desogen,9</span> users found this comment helpful.,0.7294802867383512
2245,Desogen,birth control,0.423471431583386
2246,Desogen,polycystic ovary syndrome,0.7620967741935484
2247,Desogestrel / ethinyl estradiol,abnormal uterine bleeding,0.3847670250896057
2248,Desogestrel / ethinyl estradiol,birth control,0.3228527273518784
2249,Desogestrel / ethinyl estradiol,endometriosis,0.5397252090800478
2250,Desogestrel / ethinyl estradiol,polycystic ovary syndrome,0.6052867383512545
2251,Desonate,eczema,0.7637096774193548
2252,Desonide,atopic dermatitis,0.7625
2253,Desonide,dermatitis,0.5974551971326165
2254,Desonide,eczema,0.7219832735961768
2255,Desonide,psoriasis,0.7381720430107527
2256,Desoximetasone,atopic dermatitis,0.7774193548387096
2257,Desoximetasone,dermatitis,0.7262544802867383
2258,Desoximetasone,eczema,0.568868407578085
2259,Desoximetasone,psoriasis,0.6517361111111111
2260,Desoxyn,adhd,0.7430387544802868
2261,Desoxyn,obesity,0.8362903225806452
2262,Desvenlafaxine,adhd,0.7351254480286739
2263,Desvenlafaxine,anxiety,0.5396454568968703
